file,dimred_method,target_dim,min_cluster_size,min_samples,n_neighbors
worms_mapped_18_20nm_10d_2.txt,UMAP,2,50,38,
worms_mapped_18_20nm_10d_2.txt,UMAP,2,50,50,
worms_mapped_18_20nm_10d_2.txt,UMAP,2,50,62,
worms_mapped_18_20nm_10d_2.txt,UMAP,2,100,75,
worms_mapped_18_20nm_10d_2.txt,UMAP,2,100,100,
worms_mapped_18_20nm_10d_2.txt,UMAP,2,100,125,
worms_mapped_18_20nm_10d_2.txt,UMAP,2,200,150,
worms_mapped_18_20nm_10d_2.txt,UMAP,2,200,200,
worms_mapped_18_20nm_10d_2.txt,UMAP,2,200,250,
worms_mapped_18_20nm_10d_2.txt,UMAP,2,500,375,
worms_mapped_18_20nm_10d_2.txt,UMAP,2,500,500,
worms_mapped_18_20nm_10d_2.txt,UMAP,2,500,625,
worms_mapped_18_20nm_10d_2.txt,UMAP,2,1000,750,
worms_mapped_18_20nm_10d_2.txt,UMAP,2,1000,1000,
worms_mapped_18_20nm_10d_2.txt,UMAP,2,1000,1250,
worms_mapped_18_20nm_10d_2.txt,UMAP,3,10,8,
worms_mapped_18_20nm_10d_2.txt,UMAP,3,10,10,
worms_mapped_18_20nm_10d_2.txt,UMAP,3,10,12,
worms_mapped_18_20nm_10d_2.txt,UMAP,3,50,38,
worms_mapped_18_20nm_10d_2.txt,UMAP,3,50,50,
worms_mapped_18_20nm_10d_2.txt,UMAP,3,50,62,
worms_mapped_18_20nm_10d_2.txt,UMAP,3,100,75,
worms_mapped_18_20nm_10d_2.txt,UMAP,3,100,100,
worms_mapped_18_20nm_10d_2.txt,UMAP,3,100,125,
worms_mapped_18_20nm_10d_2.txt,UMAP,3,200,150,
worms_mapped_18_20nm_10d_2.txt,UMAP,3,200,200,
worms_mapped_18_20nm_10d_2.txt,UMAP,3,200,250,
worms_mapped_18_20nm_10d_2.txt,UMAP,3,500,375,
worms_mapped_18_20nm_10d_2.txt,UMAP,3,500,500,
worms_mapped_18_20nm_10d_2.txt,UMAP,3,500,625,
worms_mapped_18_20nm_10d_2.txt,UMAP,3,1000,750,
worms_mapped_18_20nm_10d_2.txt,UMAP,3,1000,1000,
worms_mapped_18_20nm_10d_2.txt,UMAP,3,1000,1250,
worms_mapped_18_20nm_10d_2.txt,UMAP,4,10,8,
worms_mapped_18_20nm_10d_2.txt,UMAP,4,10,10,
worms_mapped_18_20nm_10d_2.txt,UMAP,4,10,12,
worms_mapped_18_20nm_10d_2.txt,UMAP,4,50,38,
worms_mapped_18_20nm_10d_2.txt,UMAP,4,50,50,
worms_mapped_18_20nm_10d_2.txt,UMAP,4,50,62,
worms_mapped_18_20nm_10d_2.txt,UMAP,4,100,75,
worms_mapped_18_20nm_10d_2.txt,UMAP,4,100,100,
worms_mapped_18_20nm_10d_2.txt,UMAP,4,100,125,
worms_mapped_18_20nm_10d_2.txt,UMAP,4,200,150,
worms_mapped_18_20nm_10d_2.txt,UMAP,4,200,200,
worms_mapped_18_20nm_10d_2.txt,UMAP,4,200,250,
worms_mapped_18_20nm_10d_2.txt,UMAP,4,500,375,
worms_mapped_18_20nm_10d_2.txt,UMAP,4,500,500,
worms_mapped_18_20nm_10d_2.txt,UMAP,4,500,625,
worms_mapped_18_20nm_10d_2.txt,UMAP,4,1000,750,
worms_mapped_18_20nm_10d_2.txt,UMAP,4,1000,1000,
worms_mapped_18_20nm_10d_2.txt,UMAP,4,1000,1250,
worms_mapped_18_20nm_10d_2.txt,UMAP,5,10,8,
worms_mapped_18_20nm_10d_2.txt,UMAP,5,10,10,
worms_mapped_18_20nm_10d_2.txt,UMAP,5,10,12,
worms_mapped_18_20nm_10d_2.txt,UMAP,5,50,38,
worms_mapped_18_20nm_10d_2.txt,UMAP,5,50,50,
worms_mapped_18_20nm_10d_2.txt,UMAP,5,50,62,
worms_mapped_18_20nm_10d_2.txt,UMAP,5,100,75,
worms_mapped_18_20nm_10d_2.txt,UMAP,5,100,100,
worms_mapped_18_20nm_10d_2.txt,UMAP,5,100,125,
worms_mapped_18_20nm_10d_2.txt,UMAP,5,200,150,
worms_mapped_18_20nm_10d_2.txt,UMAP,5,200,200,
worms_mapped_18_20nm_10d_2.txt,UMAP,5,200,250,
worms_mapped_18_20nm_10d_2.txt,UMAP,5,500,375,
worms_mapped_18_20nm_10d_2.txt,UMAP,5,500,500,
worms_mapped_18_20nm_10d_2.txt,UMAP,5,500,625,
worms_mapped_18_20nm_10d_2.txt,UMAP,5,1000,750,
worms_mapped_18_20nm_10d_2.txt,UMAP,5,1000,1000,
worms_mapped_18_20nm_10d_2.txt,UMAP,5,1000,1250,
worms_mapped_18_20nm_10d_2.txt,UMAP,6,10,8,
worms_mapped_18_20nm_10d_2.txt,UMAP,6,10,10,
worms_mapped_18_20nm_10d_2.txt,UMAP,6,10,12,
worms_mapped_18_20nm_10d_2.txt,UMAP,6,50,38,
worms_mapped_18_20nm_10d_2.txt,UMAP,6,50,50,
worms_mapped_18_20nm_10d_2.txt,UMAP,6,50,62,
worms_mapped_18_20nm_10d_2.txt,UMAP,6,100,75,
worms_mapped_18_20nm_10d_2.txt,UMAP,6,100,100,
worms_mapped_18_20nm_10d_2.txt,UMAP,6,100,125,
worms_mapped_18_20nm_10d_2.txt,UMAP,6,200,150,
worms_mapped_18_20nm_10d_2.txt,UMAP,6,200,200,
worms_mapped_18_20nm_10d_2.txt,UMAP,6,200,250,
worms_mapped_18_20nm_10d_2.txt,UMAP,6,500,375,
worms_mapped_18_20nm_10d_2.txt,UMAP,6,500,500,
worms_mapped_18_20nm_10d_2.txt,UMAP,6,500,625,
worms_mapped_18_20nm_10d_2.txt,UMAP,6,1000,750,
worms_mapped_18_20nm_10d_2.txt,UMAP,6,1000,1000,
worms_mapped_18_20nm_10d_2.txt,UMAP,6,1000,1250,
worms_mapped_18_20nm_10d_2.txt,UMAP,7,10,8,
worms_mapped_18_20nm_10d_2.txt,UMAP,7,10,10,
worms_mapped_18_20nm_10d_2.txt,UMAP,7,10,12,
worms_mapped_18_20nm_10d_2.txt,UMAP,7,50,38,
worms_mapped_18_20nm_10d_2.txt,UMAP,7,50,50,
worms_mapped_18_20nm_10d_2.txt,UMAP,7,50,62,
worms_mapped_18_20nm_10d_2.txt,UMAP,7,100,75,
worms_mapped_18_20nm_10d_2.txt,UMAP,7,100,100,
worms_mapped_18_20nm_10d_2.txt,UMAP,7,100,125,
worms_mapped_18_20nm_10d_2.txt,UMAP,7,200,150,
worms_mapped_18_20nm_10d_2.txt,UMAP,7,200,200,
worms_mapped_18_20nm_10d_2.txt,UMAP,7,200,250,
worms_mapped_18_20nm_10d_2.txt,UMAP,7,500,375,
worms_mapped_18_20nm_10d_2.txt,UMAP,7,500,500,
worms_mapped_18_20nm_10d_2.txt,UMAP,7,500,625,
worms_mapped_18_20nm_10d_2.txt,UMAP,7,1000,750,
worms_mapped_18_20nm_10d_2.txt,UMAP,7,1000,1000,
worms_mapped_18_20nm_10d_2.txt,UMAP,7,1000,1250,
worms_mapped_18_20nm_10d_2.txt,UMAP,8,10,8,
worms_mapped_18_20nm_10d_2.txt,UMAP,8,10,10,
worms_mapped_18_20nm_10d_2.txt,UMAP,8,10,12,
worms_mapped_18_20nm_10d_2.txt,UMAP,8,50,38,
worms_mapped_18_20nm_10d_2.txt,UMAP,8,50,50,
worms_mapped_18_20nm_10d_2.txt,UMAP,8,50,62,
worms_mapped_18_20nm_10d_2.txt,UMAP,8,100,75,
worms_mapped_18_20nm_10d_2.txt,UMAP,8,100,100,
worms_mapped_18_20nm_10d_2.txt,UMAP,8,100,125,
worms_mapped_18_20nm_10d_2.txt,UMAP,8,200,150,
worms_mapped_18_20nm_10d_2.txt,UMAP,8,200,200,
worms_mapped_18_20nm_10d_2.txt,UMAP,8,200,250,
worms_mapped_18_20nm_10d_2.txt,UMAP,8,500,375,
worms_mapped_18_20nm_10d_2.txt,UMAP,8,500,500,
worms_mapped_18_20nm_10d_2.txt,UMAP,8,500,625,
worms_mapped_18_20nm_10d_2.txt,UMAP,8,1000,750,
worms_mapped_18_20nm_10d_2.txt,UMAP,8,1000,1000,
worms_mapped_18_20nm_10d_2.txt,UMAP,8,1000,1250,
worms_mapped_18_20nm_10d_2.txt,UMAP,9,10,8,
worms_mapped_18_20nm_10d_2.txt,UMAP,9,10,10,
worms_mapped_18_20nm_10d_2.txt,UMAP,9,10,12,
worms_mapped_18_20nm_10d_2.txt,UMAP,9,50,38,
worms_mapped_18_20nm_10d_2.txt,UMAP,9,50,50,
worms_mapped_18_20nm_10d_2.txt,UMAP,9,50,62,
worms_mapped_18_20nm_10d_2.txt,UMAP,9,100,75,
worms_mapped_18_20nm_10d_2.txt,UMAP,9,100,100,
worms_mapped_18_20nm_10d_2.txt,UMAP,9,100,125,
worms_mapped_18_20nm_10d_2.txt,UMAP,9,200,150,
worms_mapped_18_20nm_10d_2.txt,UMAP,9,200,200,
worms_mapped_18_20nm_10d_2.txt,UMAP,9,200,250,
worms_mapped_18_20nm_10d_2.txt,UMAP,9,500,375,
worms_mapped_18_20nm_10d_2.txt,UMAP,9,500,500,
worms_mapped_18_20nm_10d_2.txt,UMAP,9,500,625,
worms_mapped_18_20nm_10d_2.txt,UMAP,9,1000,750,
worms_mapped_18_20nm_10d_2.txt,UMAP,9,1000,1000,
worms_mapped_18_20nm_10d_2.txt,UMAP,9,1000,1250,
worms_mapped_18_20nm_10d_2.txt,UMAP,10,10,8,
worms_mapped_18_20nm_10d_2.txt,UMAP,10,10,10,
worms_mapped_18_20nm_10d_2.txt,UMAP,10,10,12,
worms_mapped_18_20nm_10d_2.txt,UMAP,10,50,38,
worms_mapped_18_20nm_10d_2.txt,UMAP,10,50,50,
worms_mapped_18_20nm_10d_2.txt,UMAP,10,50,62,
worms_mapped_18_20nm_10d_2.txt,UMAP,10,100,75,
worms_mapped_18_20nm_10d_2.txt,UMAP,10,100,100,
worms_mapped_18_20nm_10d_2.txt,UMAP,10,100,125,
worms_mapped_18_20nm_10d_2.txt,UMAP,10,200,150,
worms_mapped_18_20nm_10d_2.txt,UMAP,10,200,200,
worms_mapped_18_20nm_10d_2.txt,UMAP,10,200,250,
worms_mapped_18_20nm_10d_2.txt,UMAP,10,500,375,
worms_mapped_18_20nm_10d_2.txt,UMAP,10,500,500,
worms_mapped_18_20nm_10d_2.txt,UMAP,10,500,625,
worms_mapped_18_20nm_10d_2.txt,UMAP,10,1000,750,
worms_mapped_18_20nm_10d_2.txt,UMAP,10,1000,1000,
worms_mapped_18_20nm_10d_2.txt,UMAP,10,1000,1250,
worms_mapped_18_20nm_10d_2.txt,TriMap,2,10,8,
worms_mapped_18_20nm_10d_2.txt,TriMap,2,10,10,
worms_mapped_18_20nm_10d_2.txt,TriMap,2,10,12,
worms_mapped_18_20nm_10d_2.txt,TriMap,2,50,38,
worms_mapped_18_20nm_10d_2.txt,TriMap,2,50,50,
worms_mapped_18_20nm_10d_2.txt,TriMap,2,50,62,
worms_mapped_18_20nm_10d_2.txt,TriMap,2,100,75,
worms_mapped_18_20nm_10d_2.txt,TriMap,2,100,100,
worms_mapped_18_20nm_10d_2.txt,TriMap,2,100,125,
worms_mapped_18_20nm_10d_2.txt,TriMap,2,200,150,
worms_mapped_18_20nm_10d_2.txt,TriMap,2,200,200,
worms_mapped_18_20nm_10d_2.txt,TriMap,2,200,250,
worms_mapped_18_20nm_10d_2.txt,TriMap,2,500,375,
worms_mapped_18_20nm_10d_2.txt,TriMap,2,500,500,
worms_mapped_18_20nm_10d_2.txt,TriMap,2,500,625,
worms_mapped_18_20nm_10d_2.txt,TriMap,2,1000,750,
worms_mapped_18_20nm_10d_2.txt,TriMap,2,1000,1000,
worms_mapped_18_20nm_10d_2.txt,TriMap,2,1000,1250,
worms_mapped_18_20nm_10d_2.txt,TriMap,3,10,8,
worms_mapped_18_20nm_10d_2.txt,TriMap,3,10,10,
worms_mapped_18_20nm_10d_2.txt,TriMap,3,10,12,
worms_mapped_18_20nm_10d_2.txt,TriMap,3,50,38,
worms_mapped_18_20nm_10d_2.txt,TriMap,3,50,50,
worms_mapped_18_20nm_10d_2.txt,TriMap,3,50,62,
worms_mapped_18_20nm_10d_2.txt,TriMap,3,100,75,
worms_mapped_18_20nm_10d_2.txt,TriMap,3,100,100,
worms_mapped_18_20nm_10d_2.txt,TriMap,3,100,125,
worms_mapped_18_20nm_10d_2.txt,TriMap,3,200,150,
worms_mapped_18_20nm_10d_2.txt,TriMap,3,200,200,
worms_mapped_18_20nm_10d_2.txt,TriMap,3,200,250,
worms_mapped_18_20nm_10d_2.txt,TriMap,3,500,375,
worms_mapped_18_20nm_10d_2.txt,TriMap,3,500,500,
worms_mapped_18_20nm_10d_2.txt,TriMap,3,500,625,
worms_mapped_18_20nm_10d_2.txt,TriMap,3,1000,750,
worms_mapped_18_20nm_10d_2.txt,TriMap,3,1000,1000,
worms_mapped_18_20nm_10d_2.txt,TriMap,3,1000,1250,
worms_mapped_18_20nm_10d_2.txt,TriMap,4,10,8,
worms_mapped_18_20nm_10d_2.txt,TriMap,4,10,10,
worms_mapped_18_20nm_10d_2.txt,TriMap,4,10,12,
worms_mapped_18_20nm_10d_2.txt,TriMap,4,50,38,
worms_mapped_18_20nm_10d_2.txt,TriMap,4,50,50,
worms_mapped_18_20nm_10d_2.txt,TriMap,4,50,62,
worms_mapped_18_20nm_10d_2.txt,TriMap,4,100,75,
worms_mapped_18_20nm_10d_2.txt,TriMap,4,100,100,
worms_mapped_18_20nm_10d_2.txt,TriMap,4,100,125,
worms_mapped_18_20nm_10d_2.txt,TriMap,4,200,150,
worms_mapped_18_20nm_10d_2.txt,TriMap,4,200,200,
worms_mapped_18_20nm_10d_2.txt,TriMap,4,200,250,
worms_mapped_18_20nm_10d_2.txt,TriMap,4,500,375,
worms_mapped_18_20nm_10d_2.txt,TriMap,4,500,500,
worms_mapped_18_20nm_10d_2.txt,TriMap,4,500,625,
worms_mapped_18_20nm_10d_2.txt,TriMap,4,1000,750,
worms_mapped_18_20nm_10d_2.txt,TriMap,4,1000,1000,
worms_mapped_18_20nm_10d_2.txt,TriMap,4,1000,1250,
worms_mapped_18_20nm_10d_2.txt,TriMap,5,10,8,
worms_mapped_18_20nm_10d_2.txt,TriMap,5,10,10,
worms_mapped_18_20nm_10d_2.txt,TriMap,5,10,12,
worms_mapped_18_20nm_10d_2.txt,TriMap,5,50,38,
worms_mapped_18_20nm_10d_2.txt,TriMap,5,50,50,
worms_mapped_18_20nm_10d_2.txt,TriMap,5,50,62,
worms_mapped_18_20nm_10d_2.txt,TriMap,5,100,75,
worms_mapped_18_20nm_10d_2.txt,TriMap,5,100,100,
worms_mapped_18_20nm_10d_2.txt,TriMap,5,100,125,
worms_mapped_18_20nm_10d_2.txt,TriMap,5,200,150,
worms_mapped_18_20nm_10d_2.txt,TriMap,5,200,200,
worms_mapped_18_20nm_10d_2.txt,TriMap,5,200,250,
worms_mapped_18_20nm_10d_2.txt,TriMap,5,500,375,
worms_mapped_18_20nm_10d_2.txt,TriMap,5,500,500,
worms_mapped_18_20nm_10d_2.txt,TriMap,5,500,625,
worms_mapped_18_20nm_10d_2.txt,TriMap,5,1000,750,
worms_mapped_18_20nm_10d_2.txt,TriMap,5,1000,1000,
worms_mapped_18_20nm_10d_2.txt,TriMap,5,1000,1250,
worms_mapped_18_20nm_10d_2.txt,TriMap,6,10,8,
worms_mapped_18_20nm_10d_2.txt,TriMap,6,10,10,
worms_mapped_18_20nm_10d_2.txt,TriMap,6,10,12,
worms_mapped_18_20nm_10d_2.txt,TriMap,6,50,38,
worms_mapped_18_20nm_10d_2.txt,TriMap,6,50,50,
worms_mapped_18_20nm_10d_2.txt,TriMap,6,50,62,
worms_mapped_18_20nm_10d_2.txt,TriMap,6,100,75,
worms_mapped_18_20nm_10d_2.txt,TriMap,6,100,100,
worms_mapped_18_20nm_10d_2.txt,TriMap,6,100,125,
worms_mapped_18_20nm_10d_2.txt,TriMap,6,200,150,
worms_mapped_18_20nm_10d_2.txt,TriMap,6,200,200,
worms_mapped_18_20nm_10d_2.txt,TriMap,6,200,250,
worms_mapped_18_20nm_10d_2.txt,TriMap,6,500,375,
worms_mapped_18_20nm_10d_2.txt,TriMap,6,500,500,
worms_mapped_18_20nm_10d_2.txt,TriMap,6,500,625,
worms_mapped_18_20nm_10d_2.txt,TriMap,6,1000,750,
worms_mapped_18_20nm_10d_2.txt,TriMap,6,1000,1000,
worms_mapped_18_20nm_10d_2.txt,TriMap,6,1000,1250,
worms_mapped_18_20nm_10d_2.txt,TriMap,7,10,8,
worms_mapped_18_20nm_10d_2.txt,TriMap,7,10,10,
worms_mapped_18_20nm_10d_2.txt,TriMap,7,10,12,
worms_mapped_18_20nm_10d_2.txt,TriMap,7,50,38,
worms_mapped_18_20nm_10d_2.txt,TriMap,7,50,50,
worms_mapped_18_20nm_10d_2.txt,TriMap,7,50,62,
worms_mapped_18_20nm_10d_2.txt,TriMap,7,100,75,
worms_mapped_18_20nm_10d_2.txt,TriMap,7,100,100,
worms_mapped_18_20nm_10d_2.txt,TriMap,7,100,125,
worms_mapped_18_20nm_10d_2.txt,TriMap,7,200,150,
worms_mapped_18_20nm_10d_2.txt,TriMap,7,200,200,
worms_mapped_18_20nm_10d_2.txt,TriMap,7,200,250,
worms_mapped_18_20nm_10d_2.txt,TriMap,7,500,375,
worms_mapped_18_20nm_10d_2.txt,TriMap,7,500,500,
worms_mapped_18_20nm_10d_2.txt,TriMap,7,500,625,
worms_mapped_18_20nm_10d_2.txt,TriMap,7,1000,750,
worms_mapped_18_20nm_10d_2.txt,TriMap,7,1000,1000,
worms_mapped_18_20nm_10d_2.txt,TriMap,7,1000,1250,
worms_mapped_18_20nm_10d_2.txt,TriMap,8,10,8,
worms_mapped_18_20nm_10d_2.txt,TriMap,8,10,10,
worms_mapped_18_20nm_10d_2.txt,TriMap,8,10,12,
worms_mapped_18_20nm_10d_2.txt,TriMap,8,50,38,
worms_mapped_18_20nm_10d_2.txt,TriMap,8,50,50,
worms_mapped_18_20nm_10d_2.txt,TriMap,8,50,62,
worms_mapped_18_20nm_10d_2.txt,TriMap,8,100,75,
worms_mapped_18_20nm_10d_2.txt,TriMap,8,100,100,
worms_mapped_18_20nm_10d_2.txt,TriMap,8,100,125,
worms_mapped_18_20nm_10d_2.txt,TriMap,8,200,150,
worms_mapped_18_20nm_10d_2.txt,TriMap,8,200,200,
worms_mapped_18_20nm_10d_2.txt,TriMap,8,200,250,
worms_mapped_18_20nm_10d_2.txt,TriMap,8,500,375,
worms_mapped_18_20nm_10d_2.txt,TriMap,8,500,500,
worms_mapped_18_20nm_10d_2.txt,TriMap,8,500,625,
worms_mapped_18_20nm_10d_2.txt,TriMap,8,1000,750,
worms_mapped_18_20nm_10d_2.txt,TriMap,8,1000,1000,
worms_mapped_18_20nm_10d_2.txt,TriMap,8,1000,1250,
worms_mapped_18_20nm_10d_2.txt,TriMap,9,10,8,
worms_mapped_18_20nm_10d_2.txt,TriMap,9,10,10,
worms_mapped_18_20nm_10d_2.txt,TriMap,9,10,12,
worms_mapped_18_20nm_10d_2.txt,TriMap,9,50,38,
worms_mapped_18_20nm_10d_2.txt,TriMap,9,50,50,
worms_mapped_18_20nm_10d_2.txt,TriMap,9,50,62,
worms_mapped_18_20nm_10d_2.txt,TriMap,9,100,75,
worms_mapped_18_20nm_10d_2.txt,TriMap,9,100,100,
worms_mapped_18_20nm_10d_2.txt,TriMap,9,100,125,
worms_mapped_18_20nm_10d_2.txt,TriMap,9,200,150,
worms_mapped_18_20nm_10d_2.txt,TriMap,9,200,200,
worms_mapped_18_20nm_10d_2.txt,TriMap,9,200,250,
worms_mapped_18_20nm_10d_2.txt,TriMap,9,500,375,
worms_mapped_18_20nm_10d_2.txt,TriMap,9,500,500,
worms_mapped_18_20nm_10d_2.txt,TriMap,9,500,625,
worms_mapped_18_20nm_10d_2.txt,TriMap,9,1000,750,
worms_mapped_18_20nm_10d_2.txt,TriMap,9,1000,1000,
worms_mapped_18_20nm_10d_2.txt,TriMap,9,1000,1250,
worms_mapped_18_20nm_10d_2.txt,TriMap,10,10,8,
worms_mapped_18_20nm_10d_2.txt,TriMap,10,10,10,
worms_mapped_18_20nm_10d_2.txt,TriMap,10,10,12,
worms_mapped_18_20nm_10d_2.txt,TriMap,10,50,38,
worms_mapped_18_20nm_10d_2.txt,TriMap,10,50,50,
worms_mapped_18_20nm_10d_2.txt,TriMap,10,50,62,
worms_mapped_18_20nm_10d_2.txt,TriMap,10,100,75,
worms_mapped_18_20nm_10d_2.txt,TriMap,10,100,100,
worms_mapped_18_20nm_10d_2.txt,TriMap,10,100,125,
worms_mapped_18_20nm_10d_2.txt,TriMap,10,200,150,
worms_mapped_18_20nm_10d_2.txt,TriMap,10,200,200,
worms_mapped_18_20nm_10d_2.txt,TriMap,10,200,250,
worms_mapped_18_20nm_10d_2.txt,TriMap,10,500,375,
worms_mapped_18_20nm_10d_2.txt,TriMap,10,500,500,
worms_mapped_18_20nm_10d_2.txt,TriMap,10,500,625,
worms_mapped_18_20nm_10d_2.txt,TriMap,10,1000,750,
worms_mapped_18_20nm_10d_2.txt,TriMap,10,1000,1000,
worms_mapped_18_20nm_10d_2.txt,TriMap,10,1000,1250,
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,10,8,1.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,10,10,1.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,10,12,1.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,10,8,2.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,10,10,2.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,10,12,2.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,10,8,5.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,10,10,5.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,10,12,5.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,10,8,10.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,10,10,10.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,10,12,10.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,10,8,20.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,10,10,20.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,10,12,20.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,10,8,40.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,10,10,40.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,10,12,40.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,50,38,1.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,50,50,1.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,50,62,1.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,50,38,2.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,50,50,2.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,50,62,2.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,50,38,5.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,50,50,5.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,50,62,5.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,50,38,10.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,50,50,10.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,50,62,10.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,50,38,20.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,50,50,20.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,50,62,20.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,50,38,40.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,50,50,40.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,50,62,40.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,100,75,1.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,100,100,1.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,100,125,1.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,100,75,2.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,100,100,2.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,100,125,2.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,100,75,5.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,100,100,5.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,100,125,5.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,100,75,10.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,100,100,10.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,100,125,10.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,100,75,20.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,100,100,20.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,100,125,20.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,100,75,40.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,100,100,40.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,100,125,40.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,200,150,1.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,200,200,1.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,200,250,1.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,200,150,2.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,200,200,2.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,200,250,2.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,200,150,5.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,200,200,5.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,200,250,5.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,200,150,10.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,200,200,10.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,200,250,10.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,200,150,20.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,200,200,20.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,200,250,20.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,200,150,40.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,200,200,40.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,200,250,40.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,500,375,1.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,500,500,1.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,500,625,1.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,500,375,2.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,500,500,2.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,500,625,2.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,500,375,5.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,500,500,5.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,500,625,5.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,500,375,10.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,500,500,10.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,500,625,10.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,500,375,20.0
worms_mapped_18_20nm_10d_2.txt,PaCMAP,2,500,500,20.0
